Crash_ID,At_Intersection_Flag,Crash_Date,Crash_Death_Count,Crash_Non.Suspected_Serious_Injury_Count,Crash_Not_Injured_Count,Crash_Possible_Injury_Count,Crash_Severity,Crash_Suspected_Serious_Injury_Count,Crash_Total_Injury_Count,Crash_Unknown_Injury_Count,Latitude,Longitude,Street_Name,Street_Number,Driver_Alcohol_Result,Driver_Blood_Alcohol_Content_Test_Result,Driver_Drug_Test_Result,Unit_Death_Count,Unit_Description,Unit_Non.Suspected_Serious_Injury_Count,Unit_Not_Injured_Count,Unit_Possible_Injury_Count,Unit_Suspected_Serious_Injury_Count,Unit_Total_Injury_Count,Unit_Unknown_Injury_Count,Person_Age,Person_Death_Count,Person_Ethnicity,Person_Gender,Person_Injury_Severity,Person_Not_Injured_Count,Person_Possible_Injury_Count,Person_Suspected_Serious_Injury_Count,Person_Total_Injury_Count,Person_Type,Crash_Month,Crash_Year
13436927,FALSE,9/4/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.5673866,-98.4760598,JULIENNE,1201,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,0,1,0,1,0,12,0,H - HISPANIC,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,3 - PEDALCYCLIST,September,2013
13436617,TRUE,9/5/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.43099497,-98.5566923,W COMMERCE ST,4809,No Data,No Data,No Data,0,3 - PEDALCYCLIST,1,0,0,0,1,0,55,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,3 - PEDALCYCLIST,September,2013
13448085,TRUE,9/6/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.41963497,-98.52804231,S ZARZAMORA ST,898,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,60,0,H - HISPANIC,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,September,2013
13437855,FALSE,9/7/13,1,0,0,0,K - FATAL INJURY,0,0,1,29.36876498,-98.4960353,E SOUTHCROSS BLVD,395,No Data,No Data,No Data,1,4 - PEDESTRIAN,0,0,0,0,0,0,20,1,H - HISPANIC,1 - MALE,K - FATAL INJURY,0,0,0,0,4 - PEDESTRIAN,September,2013
13444157,FALSE,9/7/13,0,1,2,0,B - SUSPECTED MINOR INJURY,0,1,0,29.42279034,-98.48688578,E MARKET ST,171,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,53,0,W - WHITE,2 - FEMALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,September,2013
13443310,TRUE,9/9/13,0,0,1,0,A - SUSPECTED SERIOUS INJURY,1,1,0,29.40298498,-98.50341231,S FLORES ST,2128,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,0,1,1,0,57,0,H - HISPANIC,1 - MALE,A - SUSPECTED SERIOUS INJURY,0,0,1,1,4 - PEDESTRIAN,September,2013
13448617,TRUE,9/9/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.44156497,-98.47024232,N PINE ST,1798,No Data,No Data,No Data,0,3 - PEDALCYCLIST,1,0,0,0,1,0,13,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,3 - PEDALCYCLIST,September,2013
13448168,FALSE,9/11/13,0,0,0,1,C - POSSIBLE INJURY,0,1,0,29.52937495,-98.58087229,KENTON RAPIDS,5000,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,22,0,98 - OTHER,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,September,2013
13454647,FALSE,9/11/13,0,0,1,0,N - NOT INJURED,0,0,1,29.42800834,-98.56993721,W OLD US HIGHWAY 90,464,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,0,0,0,1,25,0,H - HISPANIC,1 - MALE,99 - UNKNOWN,0,0,0,0,4 - PEDESTRIAN,September,2013
13458650,TRUE,9/11/13,0,0,1,0,A - SUSPECTED SERIOUS INJURY,1,1,0,29.45400559,-98.55068183,SS0421,700,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,0,1,1,0,47,0,H - HISPANIC,1 - MALE,A - SUSPECTED SERIOUS INJURY,0,0,1,1,4 - PEDESTRIAN,September,2013
13446023,FALSE,9/12/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.58905721,-98.37884606,JUDSON RD,15971,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,0,1,0,1,0,53,0,W - WHITE,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,3 - PEDALCYCLIST,September,2013
13446449,FALSE,9/12/13,0,0,2,1,C - POSSIBLE INJURY,0,1,0,29.51571119,-98.45235816,NACOGDOCHES RD,2396,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,30,0,H - HISPANIC,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,September,2013
13446532,FALSE,9/12/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.5682204,-98.38501776,FM2252,13989,No Data,No Data,No Data,0,3 - PEDALCYCLIST,1,0,0,0,1,0,16,0,W - WHITE,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,3 - PEDALCYCLIST,September,2013
13448279,FALSE,9/13/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.41784265,-98.66280769,MARBACH RD,9020,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,35,0,H - HISPANIC,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,September,2013
13448575,FALSE,9/13/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.44157497,-98.69386227,COUGAR GAP,10300,No Data,No Data,No Data,0,3 - PEDALCYCLIST,1,0,0,0,1,0,7,0,W - WHITE,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,3 - PEDALCYCLIST,September,2013
13450281,TRUE,9/16/13,0,0,2,0,N - NOT INJURED,0,0,0,29.49318496,-98.68074226,CLIFFBRIER DR,5800,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,1,0,0,0,0,12,0,W - WHITE,1 - MALE,N - NOT INJURED,1,0,0,0,3 - PEDALCYCLIST,September,2013
13451045,TRUE,9/16/13,0,0,2,0,N - NOT INJURED,0,0,0,29.37416498,-98.46126232,MONTICELLO CT,650,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,1,0,0,0,0,57,0,B - BLACK,1 - MALE,N - NOT INJURED,1,0,0,0,3 - PEDALCYCLIST,September,2013
13453305,TRUE,9/17/13,0,0,0,1,C - POSSIBLE INJURY,0,1,1,29.54368495,-98.58156229,PRUE RD,5000,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,44,0,W - WHITE,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,September,2013
13459107,TRUE,9/17/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.42706497,-98.52707231,S ZARZAMORA ST,198,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,35,0,H - HISPANIC,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,September,2013
13454630,TRUE,9/18/13,0,0,2,0,N - NOT INJURED,0,0,0,29.42400497,-98.48896231,E COMMERCE ST,399,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,1,0,0,0,0,30,0,W - WHITE,1 - MALE,N - NOT INJURED,1,0,0,0,3 - PEDALCYCLIST,September,2013
13458036,TRUE,9/18/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.45594497,-98.5236023,N ZARZAMORA ST,2700,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,52,0,H - HISPANIC,2 - FEMALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,September,2013
13458011,TRUE,9/19/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.46948496,-98.5310823,FREDERICKSBURG RD,2798,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,75,0,H - HISPANIC,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,September,2013
13458487,TRUE,9/20/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.40682497,-98.49050232,BARBE ST,298,No Data,No Data,No Data,0,3 - PEDALCYCLIST,1,0,0,0,1,0,37,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,3 - PEDALCYCLIST,September,2013
13459256,TRUE,9/21/13,0,1,3,0,B - SUSPECTED MINOR INJURY,0,1,0,29.41939497,-98.5418423,CASTROVILLE RD,300,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,84,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,September,2013
13500656,TRUE,10/17/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.44214484,-98.54107071,W POPLAR ST,3199,No Data,No Data,No Data,0,3 - PEDALCYCLIST,1,0,0,0,1,0,40,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,3 - PEDALCYCLIST,October,2013
13505257,TRUE,10/17/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.47336496,-98.5349123,FREDERICKSBURG RD,3332,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,33,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13500546,FALSE,10/18/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.40524085,-98.62917228,W MILITARY DR,6834,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,3,0,W - WHITE,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13509527,TRUE,10/18/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.46913229,-98.56996215,SS0421,1598,No Data,No Data,No Data,0,3 - PEDALCYCLIST,1,0,0,0,1,0,18,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,3 - PEDALCYCLIST,October,2013
13504471,TRUE,10/19/13,0,0,0,1,C - POSSIBLE INJURY,0,1,1,29.41963497,-98.52804231,S ZARZAMORA ST,898,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,13,0,H - HISPANIC,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,October,2013
13500856,FALSE,10/20/13,0,0,2,0,N - NOT INJURED,0,0,0,29.55277046,-98.5781845,WOODSTONE DR,4956,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,1,0,0,0,0,28,0,W - WHITE,2 - FEMALE,N - NOT INJURED,1,0,0,0,3 - PEDALCYCLIST,October,2013
13508871,FALSE,10/21/13,1,0,1,0,K - FATAL INJURY,0,0,0,29.42618413,-98.51733197,BUENA VISTA ST,1745,No Data,No Data,No Data,1,4 - PEDESTRIAN,0,0,0,0,0,0,77,1,H - HISPANIC,2 - FEMALE,K - FATAL INJURY,0,0,0,0,4 - PEDESTRIAN,October,2013
13509350,TRUE,10/21/13,0,0,0,1,C - POSSIBLE INJURY,0,1,1,29.54989087,-98.5113173,FM2696,12000,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,18,0,H - HISPANIC,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,October,2013
13509375,TRUE,10/22/13,0,0,3,1,C - POSSIBLE INJURY,0,1,0,29.56020003,-98.39496582,FM2252,13100,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,0,1,0,1,0,16,0,W - WHITE,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,3 - PEDALCYCLIST,October,2013
13509573,TRUE,10/22/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.34761499,-98.51625231,COMMERCIAL AVE,3000,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,31,0,H - HISPANIC,2 - FEMALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13513623,FALSE,10/23/13,1,0,3,0,K - FATAL INJURY,2,2,0,29.44927476,-98.58139784,CULEBRA RD,3928,No Data,No Data,No Data,1,4 - PEDESTRIAN,0,0,0,0,0,0,28,1,W - WHITE,2 - FEMALE,K - FATAL INJURY,0,0,0,0,4 - PEDESTRIAN,October,2013
13513623,FALSE,10/23/13,1,0,3,0,K - FATAL INJURY,2,2,0,29.44927476,-98.58139784,CULEBRA RD,3928,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,0,1,1,0,11,0,H - HISPANIC,1 - MALE,A - SUSPECTED SERIOUS INJURY,0,0,1,1,4 - PEDESTRIAN,October,2013
13513623,FALSE,10/23/13,1,0,3,0,K - FATAL INJURY,2,2,0,29.44927476,-98.58139784,CULEBRA RD,3928,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,0,1,1,0,8,0,H - HISPANIC,2 - FEMALE,A - SUSPECTED SERIOUS INJURY,0,0,1,1,4 - PEDESTRIAN,October,2013
13515189,FALSE,10/23/13,0,1,0,0,B - SUSPECTED MINOR INJURY,0,1,2,29.44558339,-98.48489478,W GRAYSON ST,362,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,3,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13514865,TRUE,10/24/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.41571497,-98.49867231,GUADALUPE ST,101,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,72,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13515177,TRUE,10/24/13,0,2,1,0,B - SUSPECTED MINOR INJURY,0,2,0,29.44169497,-98.49185231,MCCULLOUGH AVE,1400,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,65,0,H - HISPANIC,2 - FEMALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13515177,TRUE,10/24/13,0,2,1,0,B - SUSPECTED MINOR INJURY,0,2,0,29.44169497,-98.49185231,MCCULLOUGH AVE,1400,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,64,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13515258,TRUE,10/24/13,0,0,2,1,C - POSSIBLE INJURY,0,1,0,29.42454497,-98.49145231,N ST MARYS ST,100,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,26,0,H - HISPANIC,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,October,2013
13515258,TRUE,10/24/13,0,0,2,1,C - POSSIBLE INJURY,0,1,0,29.42454497,-98.49145231,N ST MARYS ST,100,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,1,0,0,0,0,53,0,H - HISPANIC,2 - FEMALE,N - NOT INJURED,1,0,0,0,4 - PEDESTRIAN,October,2013
13515347,FALSE,10/24/13,0,0,0,1,C - POSSIBLE INJURY,0,1,1,29.44898826,-98.49185371,MCCULLOUGH AVE,2063,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,0,1,0,1,0,30,0,W - WHITE,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,3 - PEDALCYCLIST,October,2013
13514879,TRUE,10/25/13,0,0,2,0,N - NOT INJURED,0,0,0,29.49656495,-98.41232233,KINGSTON DR,800,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,1,0,0,0,0,13,0,H - HISPANIC,2 - FEMALE,N - NOT INJURED,1,0,0,0,4 - PEDESTRIAN,October,2013
13515174,TRUE,10/25/13,0,0,1,0,A - SUSPECTED SERIOUS INJURY,1,1,0,29.44071497,-98.52543231,N ZARZAMORA ST,1300,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,0,1,1,0,80,0,H - HISPANIC,1 - MALE,A - SUSPECTED SERIOUS INJURY,0,0,1,1,4 - PEDESTRIAN,October,2013
13515254,TRUE,10/25/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.36000493,-98.4813831,SS0536,3302,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,0,1,0,1,0,66,0,H - HISPANIC,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,3 - PEDALCYCLIST,October,2013
13515962,TRUE,10/25/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.43041497,-98.48518232,BROADWAY ST,500,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,0,1,0,1,0,23,0,W - WHITE,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,3 - PEDALCYCLIST,October,2013
13520933,FALSE,10/26/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.41473497,-98.53244231,POTOSI ST,1900,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,14,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13518199,FALSE,10/27/13,0,0,0,0,A - SUSPECTED SERIOUS INJURY,1,1,1,29.41932498,-98.59011229,STATE HIGHWAY 151,4999,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,0,0,1,1,0,50,0,H - HISPANIC,1 - MALE,A - SUSPECTED SERIOUS INJURY,0,0,1,1,3 - PEDALCYCLIST,October,2013
13518237,FALSE,10/27/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.40696766,-98.48654158,W CAROLINA ST,185,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,59,0,W - WHITE,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,October,2013
13517554,TRUE,10/28/13,0,0,2,1,C - POSSIBLE INJURY,0,1,0,29.42816497,-98.52692231,W COMMERCE ST,2899,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,88,0,H - HISPANIC,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,October,2013
13517571,TRUE,10/28/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.56361494,-98.48652231,EMBASSY OAKS,400,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,52,0,H - HISPANIC,2 - FEMALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13518387,TRUE,10/28/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.42376497,-98.57957229,W OLD US HIGHWAY 90,898,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,0,1,0,1,0,55,0,H - HISPANIC,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,3 - PEDALCYCLIST,October,2013
13520645,FALSE,10/28/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.45025789,-98.56072279,CAMINO SANTA MARIA ST,230,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,0,1,0,1,0,53,0,H - HISPANIC,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,3 - PEDALCYCLIST,October,2013
13520828,FALSE,10/28/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.40255014,-98.40545142,SL0013,1742,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,57,0,B - BLACK,2 - FEMALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13521218,TRUE,10/29/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.45298497,-98.5603723,CAMINO SANTA MARIA ST,499,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,62,0,W - WHITE,2 - FEMALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,October,2013
13521929,FALSE,10/29/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.43302805,-98.49283125,SEYMOUR ST,13,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,57,0,H - HISPANIC,1 - MALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,October,2013
13522549,FALSE,10/30/13,0,0,0,1,C - POSSIBLE INJURY,0,1,1,29.34183022,-98.51082553,GARNETT AVE,8366,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,36,0,W - WHITE,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,October,2013
13524216,FALSE,10/31/13,1,0,1,0,K - FATAL INJURY,0,0,0,29.55378711,-98.40313625,FM2252,12521,No Data,No Data,No Data,1,4 - PEDESTRIAN,0,0,0,0,0,0,79,1,W - WHITE,2 - FEMALE,K - FATAL INJURY,0,0,0,0,4 - PEDESTRIAN,October,2013
13581793,TRUE,11/9/13,0,0,1,0,A - SUSPECTED SERIOUS INJURY,1,1,0,29.42761497,-98.52114231,W COMMERCE ST,2399,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,0,1,1,0,28,0,B - BLACK,1 - MALE,A - SUSPECTED SERIOUS INJURY,0,0,1,1,4 - PEDESTRIAN,November,2013
13576852,TRUE,11/11/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.47336496,-98.5349123,VANCE JACKSON RD,100,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,54,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,November,2013
13569065,TRUE,11/19/13,0,1,0,0,B - SUSPECTED MINOR INJURY,0,1,1,29.43421497,-98.52622231,N ZARZAMORA ST,700,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,12,0,H - HISPANIC,2 - FEMALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,November,2013
13570586,FALSE,11/24/13,1,0,1,0,K - FATAL INJURY,0,0,0,29.37388931,-98.48128915,SS0536,2712,No Data,No Data,No Data,1,4 - PEDESTRIAN,0,0,0,0,0,0,44,1,H - HISPANIC,1 - MALE,K - FATAL INJURY,0,0,0,0,4 - PEDESTRIAN,November,2013
13565990,FALSE,11/25/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.54838113,-98.51021801,FM2696,11791,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,47,0,H - HISPANIC,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,November,2013
13566082,TRUE,11/25/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.41783498,-98.65476227,MARBACH RD,8298,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,11,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,November,2013
13574080,TRUE,11/25/13,0,0,2,0,N - NOT INJURED,0,0,0,29.42855497,-98.49390231,W PECAN ST,200,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,1,0,0,0,0,30,0,H - HISPANIC,1 - MALE,N - NOT INJURED,1,0,0,0,4 - PEDESTRIAN,November,2013
13581796,FALSE,11/25/13,1,0,1,0,K - FATAL INJURY,0,0,0,29.38517965,-98.47349232,S HACKBERRY ST,3188,No Data,No Data,No Data,1,4 - PEDESTRIAN,0,0,0,0,0,0,49,1,W - WHITE,1 - MALE,K - FATAL INJURY,0,0,0,0,4 - PEDESTRIAN,November,2013
13568832,FALSE,11/26/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.48995148,-98.44176624,SL0368,1305,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,56,0,B - BLACK,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,November,2013
13571834,FALSE,11/26/13,0,0,1,0,A - SUSPECTED SERIOUS INJURY,1,1,0,29.48097496,-98.60103229,STEMMONS,5800,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,0,1,1,0,45,0,H - HISPANIC,1 - MALE,A - SUSPECTED SERIOUS INJURY,0,0,1,1,4 - PEDESTRIAN,November,2013
13570232,FALSE,11/27/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.4709186,-98.40234233,INDUSTRY PARK DR,4477,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,45,0,W - WHITE,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,November,2013
13570400,FALSE,11/27/13,0,0,0,1,C - POSSIBLE INJURY,0,1,1,29.34600369,-98.61476154,FM2536,5997,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,39,0,H - HISPANIC,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,November,2013
13570601,FALSE,11/27/13,0,1,4,0,B - SUSPECTED MINOR INJURY,0,1,0,29.40687764,-98.62408228,PINN RD,2336,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,53,0,H - HISPANIC,1 - MALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,November,2013
13570982,FALSE,11/27/13,0,0,0,0,A - SUSPECTED SERIOUS INJURY,1,1,1,29.38146409,-98.50137513,S FLORES ST,4475,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,0,1,1,0,22,0,H - HISPANIC,1 - MALE,A - SUSPECTED SERIOUS INJURY,0,0,1,1,4 - PEDESTRIAN,November,2013
13570964,FALSE,11/28/13,0,0,0,1,C - POSSIBLE INJURY,0,1,1,29.45021968,-98.4871976,N ST MARYS ST,2703,No Data,No Data,No Data,0,3 - PEDALCYCLIST,0,0,1,0,1,0,22,0,H - HISPANIC,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,3 - PEDALCYCLIST,November,2013
13571945,FALSE,11/29/13,0,0,1,0,A - SUSPECTED SERIOUS INJURY,1,1,0,29.41628954,-98.5558624,S GENERAL MCMULLEN DR,984,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,0,1,1,0,53,0,W - WHITE,1 - MALE,A - SUSPECTED SERIOUS INJURY,0,0,1,1,4 - PEDESTRIAN,November,2013
13578760,FALSE,12/2/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.55519495,-98.61046228,MESA VERDE ST,6200,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,35,0,W - WHITE,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,December,2013
13589612,TRUE,12/2/13,0,0,1,1,C - POSSIBLE INJURY,0,1,0,29.38225498,-98.63596228,VALLEY HI DR,200,No Data,No Data,No Data,0,4 - PEDESTRIAN,0,0,1,0,1,0,21,0,H - HISPANIC,2 - FEMALE,C - POSSIBLE INJURY,0,1,0,1,4 - PEDESTRIAN,December,2013
13578072,FALSE,12/3/13,0,1,1,0,B - SUSPECTED MINOR INJURY,0,1,0,29.43855133,-98.54901503,RUIZ ST,3000,No Data,No Data,No Data,0,4 - PEDESTRIAN,1,0,0,0,1,0,9,0,W - WHITE,2 - FEMALE,B - SUSPECTED MINOR INJURY,0,0,0,1,4 - PEDESTRIAN,December,2013
